fam0	26
fam0	17
fam0	36
fam0	16
fam0	15
fam0	23
fam0	15
fam0	21
fam0	25
fam0	8
fam0	7
fam0	14
fam0	13
fam0	14
fam0	45
fam0	24
fam0	43
fam0	15
fam0	9
fam0	19
fam0	16
fam0	8
fam0	8
fam0	7
fam0	8
fam0	17
fam0	11
fam0	13
fam0	28
fam0	8
fam0	22
fam0	15
fam0	7
fam0	15
fam0	8
fam0	7
fam0	12
fam0	10
fam0	19
fam0	9
fam0	17
fam0	22
fam0	15
fam0	15
fam0	9
fam0	8
fam0	24
fam0	15
fam0	15
fam0	10
fam0	15
fam0	7
fam0	8
fam0	7
fam0	17
fam0	8
fam0	9
fam0	23
fam0	35
fam0	9
fam0	43
fam0	43
fam0	7
fam0	8
fam0	18
fam0	16
fam0	17
fam0	17
fam0	24
fam0	19
fam0	8
fam0	19
fam0	9
fam0	16
fam0	22
fam0	12
fam0	22
fam0	17
fam0	22
fam0	9
fam0	11
fam0	9
fam0	22
fam0	23
fam0	9
fam0	13
fam0	16
fam0	8
fam0	15
fam0	18
fam0	7
fam0	8
fam0	15
fam0	9
fam0	23
fam0	18
fam0	14
fam0	15
fam0	18
fam0	9
fam0	9
fam0	10
fam0	10
fam0	7
fam0	11
fam0	15
fam0	29
fam0	36
fam0	16
fam0	22
fam0	15
fam0	31
fam0	8
fam0	22
fam0	8
fam0	15
fam0	8
fam0	19
fam0	9
fam0	14
fam0	13
fam0	15
fam0	14
fam0	14
fam0	17
fam0	32
fam0	16
fam0	11
fam0	24
fam0	15
fam0	16
fam0	33
fam0	8
fam0	28
fam0	15
fam0	15
fam0	15
fam0	15
fam0	9
fam0	8
fam0	7
fam0	35
fam0	23
fam0	43
fam0	43
fam0	9
fam0	17
fam0	29
fam0	15
fam0	29
fam0	17
fam0	15
fam0	12
fam0	19
fam0	22
fam0	30
fam0	9
fam0	16
fam0	23
fam0	22
fam0	15
fam0	17
fam0	29
fam0	13
fam0	23
fam0	8
fam0	10
fam0	10
fam0	15
fam0	16
fam0	15
fam0	22
fam0	8
fam0	21
fam0	12
fam0	22
fam0	15
fam0	10
fam0	14
fam0	7
fam0	14
fam0	13
fam0	8
fam0	26
fam0	16
fam0	29
fam0	17
fam0	10
fam0	8
fam0	11
fam0	15
fam0	17
